id,title,uri,filename
36100,A protocol for rapid detection of the 2019 novel coronavirus SARS-CoV-2 using CRISPR diagnostics: SARS-CoV-2 DETECTR,a-protocol-for-rapid-detection-of-the-2019-novel-c-bfhcjj2w,36100.json
36138,Western Blot,western-blot-bfiijkce,36138.json
36179,CRISPR-based RNA proximity proteomics (CBRPP),crispr-based-rna-proximity-proteomics-cbrpp-bfjtjknn,36179.json
36237,Footprint-Free Genome Editing of iPSC Using Alt-R CRISPR/Cas9,footprint-free-genome-editing-of-ipsc-using-alt-r-bfmmjk46,36237.json
36313,Differentiation of iPSC into dopaminergic neurons,differentiation-of-ipsc-into-dopaminergic-neurons-bfpzjmp6,36313.json
36420,sci-RNA-seq 3 level protocol,sci-rna-seq-3-level-protocol-bftcjniw,36420.json
36421,SINGLE CELL HIGH-THROUGHPUT QRT-PCR PROTOCOL,single-cell-high-throughput-qrt-pcr-protocol-bftdjni6,36421.json
36429,Nuclei Isolation for SnRNA-seq and SnATAC-seq from Frozen Fresh Human Retina Sample,nuclei-isolation-for-snrna-seq-and-snatac-seq-from-bftmjnk6,36429.json
36453,Human Fallopian Tube and Ovary Dissociation for Single Cell RNA-Seq,human-fallopian-tube-and-ovary-dissociation-for-si-bfudjns6,36453.json
36574,Chloroform-Methanol Protein Extraction for Gram-negative Bacteria (High Throughput),chloroform-methanol-protein-extraction-for-gram-ne-bfx6jpre,36574.json
36593,Isolation and identification of cancer stem cells by ALDH activity assay,isolation-and-identification-of-cancer-stem-cells-bfyrjpv6,36593.json
3662,Plant cell protoplast isolation,plant-cell-protoplast-isolation-ftnbnme,3662.json
36703,EC isolation from human mesenteric artery for scRNA-seq,ec-isolation-from-human-mesenteric-artery-for-scrn-bf37jqrn,36703.json
36731,Zooarchaeology by Mass Spectrometry (ZooMS) for bone material - Acid insoluble protocol,zooarchaeology-by-mass-spectrometry-zooms-for-bone-bf43jqyn,36731.json
36739,Zooarchaeology by Mass Spectrometry (ZooMS) for bone material - Acid soluble protocol,zooarchaeology-by-mass-spectrometry-zooms-for-bone-bf5bjq2n,36739.json
36741,Zooarchaeology by Mass Spectrometry (ZooMS)- Pretreatment protocols for bone material,zooarchaeology-by-mass-spectrometry-zooms-pretreat-bf5djq26,36741.json
36742,Magnetic bead-based CD4+ T cell isolation from PBMCs with Dynabeads: CD4 Positive Isolation Kit,magnetic-bead-based-cd4-t-cell-isolation-from-pbmc-bf5ejq3e,36742.json
36771,LC-MS3 Proteomics Data Acquisition,lc-ms3-proteomics-data-acquisition-bf6bjran,36771.json
36950,Culture of established induced pluripotent stem cell lines,culture-of-established-induced-pluripotent-stem-ce-bgbwjspe,36950.json
36988,"Western blot, ELISA and enzymatic assays of reference proteins for subcellular fractionation",western-blot-elisa-and-enzymatic-assays-of-referen-bgc4jsyw,36988.json
37005,A single cell RNA sequencing protocol for the pig colon,a-single-cell-rna-sequencing-protocol-for-the-pig-bgdmjs46,37005.json
37028,Western blot analysis and immunoprecipitation assay,western-blot-analysis-and-immunoprecipitation-assa-bgecjtaw,37028.json
37063,Installation instructions for RNA-seq analysis using a conda environment,installation-instructions-for-rna-seq-analysis-usi-bgffjtjn,37063.json
37133,Preliminary Evaluation of RNA Extraction Methods,preliminary-evaluation-of-rna-extraction-methods-bghmjt46,37133.json
37135,A Simple RNA Preparation Method for SARS-CoV-2 detection by RT-qPCR,a-simple-rna-preparation-method-for-sars-cov-2-det-bghpjt5n,37135.json
37406,MERS-CoV Spike Glycoprotein (GP) – ELISA Jenner Clinical SOP Template,mers-cov-spike-glycoprotein-gp-elisa-jenner-clinic-bgr6jv9e,37406.json
37468,SCoPE-MS,scope-ms-bgt4jwqw,37468.json
37523,Assessment of Cas9 Activity in Cas9 Transduced Cancer Cell Lines,assessment-of-cas9-activity-in-cas9-transduced-can-bgvtjw6n,37523.json
37678,Guide RNA Library Transduction of Cas9 Cancer Cell Lines,guide-rna-library-transduction-of-cas9-cancer-cell-bg2njyde,37678.json
37738,Cas9 transduction of cancer cell lines,cas9-transduction-of-cancer-cell-lines-bg4ijyue,37738.json
37804,Selecting the correct transfer membrane for Western blot enhances detection of alpha-synuclein and tau proteins,selecting-the-correct-transfer-membrane-for-wester-bg6kjzcw,37804.json
37896,UT Southwestern - Staining Melanoma Cells for Flow Cytometry,ut-southwestern-staining-melanoma-cells-for-flow-c-bg9gjz3w,37896.json
37960,HTAPP_Dissociation of human primary lung cancer resection to a single-cell suspension for single-cell RNA-seq,htapp-dissociation-of-human-primary-lung-cancer-re-bhbgj2jw,37960.json
37961,HTAPP_Dissociation of human ovarian cancer resection to a single-cell suspension for single-cell RNA-seq,htapp-dissociation-of-human-ovarian-cancer-resecti-bhbhj2j6,37961.json
37962,HTAPP_Depletion of CD45+ cells from ovarian cancer ascites single cell suspensions for single-cell RNA-Seq,htapp-depletion-of-cd45-cells-from-ovarian-cancer-bhbij2ke,37962.json
37963,HTAPP_Dissociation of human metastatic breast cancer core needle biopsy to a single-cell suspension for single-cell RNA-seq,htapp-dissociation-of-human-metastatic-breast-canc-bhbjj2kn,37963.json
37964,HTAPP_Processing human ovarian cancer ascites to a single-cell suspension for single-cell RNA-seq,htapp-processing-human-ovarian-cancer-ascites-to-a-bhbkj2kw,37964.json
38017,PMN- 04 Measurement of Intracellular Reactive Oxygen Species (ROS) levels in Human PMN,pmn-04-measurement-of-intracellular-reactive-oxyge-bhc9j2z6,38017.json
38024,PMN- 05 Culture of Human PMN - IL-8 production,pmn-05-culture-of-human-pmn-il-8-production-bhdgj23w,38024.json
38116,High-Throughput gDNA Extraction of Mosquito Tissues using QIAcube HT,high-throughput-gdna-extraction-of-mosquito-tissue-bhgcj3sw,38116.json
38180,One enzyme reverse transcription qPCR using Taq DNA polymerase,one-enzyme-reverse-transcription-qpcr-using-taq-dn-bhicj4aw,38180.json
38211,mcSCRB-seq2 protocol,mcscrb-seq2-protocol-bhjbj4in,38211.json
38221,Isolation of single cells from adherent cell lines using Smart Aliquotor CE,isolation-of-single-cells-from-adherent-cell-lines-bhjmj4k6,38221.json
38298,LucifeRace: A luminescence-based competition assay,luciferace-a-luminescence-based-competition-assay-bhm2j48e,38298.json
38361,Kinase-activity tagged (KAT) western blotting,kinase-activity-tagged-kat-western-blotting-bhpzj5p6,38361.json
38413,PMN- 03 Culture of Human PMN - Migration,pmn-03-culture-of-human-pmn-migration-bhrmj546,38413.json
38466,Quantification of tube topography on micrographs of fluorescent staining of multi-layers cell culture.,quantification-of-tube-topography-on-micrographs-o-bhtaj6ie,38466.json
38539,Cryopreservation of tissues for primary cell culture and single cell sequencing,cryopreservation-of-tissues-for-primary-cell-cultu-bhvjj64n,38539.json
38550,FCMPASS - Creating a cytometer database and datasets,fcmpass-creating-a-cytometer-database-and-datasets-bhvwj67e,38550.json
38551,FCMPASS - Importing fcs files,fcmpass-importing-fcs-files-bhvxj67n,38551.json
38552,FCMPASS - Fluorescence calibration,fcmpass-fluorescence-calibration-bhvyj67w,38552.json
38554,FCMPASS - Performing and reporting calibration,fcmpass-performing-and-reporting-calibration-bhv2j68e,38554.json
38555,FCMPASS Protocol Collection,fcmpass-protocol-collection-bhv3j68n,38555.json
38695,"Enzyme linked immunosorbent assays (ELISAs) for mouse IL-10, IL-6, IL-1β and TNF-α",enzyme-linked-immunosorbent-assays-elisas-for-mous-bh2fj8bn,38695.json
38940,Total Protein Extraction from Plants,total-protein-extraction-from-plants-bh94j98w,38940.json
38957,PMN- 01a - Isolation of Human PMN from Buffy Coat,pmn-01a-isolation-of-human-pmn-from-buffy-coat-biamkac6,38957.json
39038,Using  sequins with RNA sequencing.,using-sequins-with-rna-sequencing-bic6kaze,39038.json
39141,Eosin-5’-maleimide (EMA) binding test with fluorecent beads,eosin-5-maleimide-ema-binding-test-with-fluorecent-bigdkbs6,39141.json
39234,Performing CUT&RUN on adherent cells in a multi-well cell culture plate,performing-cut-amp-run-on-adherent-cells-in-a-mult-bijakcie,39234.json
39258,Target Guide Sequence Cloning Protocol,target-guide-sequence-cloning-protocol-bij2kcqe,39258.json
39278,Methanol-Chloroform-Water Precipitation,methanol-chloroform-water-precipitation-biknkcve,39278.json
39305,PROTOCOL FOR: An optimized procedure for quantitative analysis of mitophagy with the mtKeima system using flow cytometry,protocol-for-an-optimized-procedure-for-quantitati-bimhkc36,39305.json
39488,INSPECT sample tracking system,inspect-sample-tracking-system-bis8kehw,39488.json
39560,Quantitative Estimation of IgM and IgG Antibodies Against SARS-CoV-2,quantitative-estimation-of-igm-and-igg-antibodies-bivgke3w,39560.json
39618,Fixing Cell Pellets for Flow Cytometry,fixing-cell-pellets-for-flow-cytometry-bixakfie,39618.json
39670,PMN- 04 - Measurement of Intracellular Reactive Oxygen Species (ROS) levels in Human PMN,pmn-04-measurement-of-intracellular-reactive-oxyge-biywkfxe,39670.json
39783,Plate based scRNA-seq Illumina library construction,plate-based-scrna-seq-illumina-library-constructio-bi4fkgtn,39783.json
39804,TMTpro HUNTER N-terminomics,tmtpro-hunter-n-terminomics-bi44kgyw,39804.json
40025,6-plex IF Protocol on the BOND RX (Leica Biosystems),6-plex-if-protocol-on-the-bond-rx-leica-biosystems-bjbzkip6,40025.json
40047,FCMPASS - Acquisition and gating of fluorescence reference materials,fcmpass-acquisition-and-gating-of-fluorescence-ref-bjcpkivn,40047.json
40048,FCMPASS Protocol Collection,fcmpass-protocol-collection-bjcqkivw,40048.json
40192,Preparation of staphylococcal protein-A conjugated to horseradish peroxidate by the periodate method.,preparation-of-staphylococcal-protein-a-conjugated-bjg8kjzw,40192.json
40204,Human Nasopharyngeal Swab Processing for Viable Single-Cell Suspension,human-nasopharyngeal-swab-processing-for-viable-si-bjhkkj4w,40204.json
40240,ELISA for anti-HIV peptide antibodies in the egg yolks of brown Leghorn layer hens.,elisa-for-anti-hiv-peptide-antibodies-in-the-egg-y-bjiqkkdw,40240.json
40283,Enzyme-linked immunosorbent assay (ELISA) for studying the presence of anti-Salmonella antibody in layer hen&#39;s egg yolks.,enzyme-linked-immunosorbent-assay-elisa-for-studyi-bjj3kkqn,40283.json
40291,Competitive ELISA to study the inhibition of the SpA- binding to Ab-3 by Ab-2.,competitive-elisa-to-study-the-inhibition-of-the-s-bjkbkksn,40291.json
40308,Preparation of horseradish peroxidase (HRP) conjugated Streptococcal protein-G by the periodate method.,preparation-of-horseradish-peroxidase-hrp-conjugat-bjkukkww,40308.json
40317,Preparation of staphylococcal protein-A conjugated to horseradish peroxidase by the periodate method.,preparation-of-staphylococcal-protein-a-conjugated-bjk5kky6,40317.json
40318,Preparation of a protein-AG conjugated to horseradish peroxidase by the periodate method.,preparation-of-a-protein-ag-conjugated-to-horsera-bjk6kkze,40318.json
40363,Chicken immunization with KLH-gp120 fragment (254-274) conjugate.,chicken-immunization-with-klh-gp120-fragment-254-2-bjnjkmcn,40363.json
40367,Indirect ELISA for detection of anti-HIV antibodies in cats immunized with a HIV gp120 peptide.,indirect-elisa-for-detection-of-anti-hiv-antibodie-bjnpkmdn,40367.json
40369,ELISA for anti-SpA antibodies in hyper-immune egg whites.,elisa-for-anti-spa-antibodies-in-hyper-immune-egg-bjnrkmd6,40369.json
40374,MPAPASS - Gating flow cytometry multiplex data,mpapass-gating-flow-cytometry-multiplex-data-bjnwkmfe,40374.json
40391,Enzyme linked immunosorbent assay for investigating the binding of Protein-L to diverse immunoglobulins,enzyme-linked-immunosorbent-assay-for-investigati-bjpfkmjn,40391.json
40393,Enzyme linked immunosorbent assay for investigating the binding of Streptococcal Protein-G (SpG) to diverse immunoglobulins,enzyme-linked-immunosorbent-assay-for-investigati-bjphkmj6,40393.json
40395,Enzyme linked immunosorbent assay for investigating the binding of protein-LA (SpLA) to immunoglobulins.,enzyme-linked-immunosorbent-assay-for-investigati-bjpjkmkn,40395.json
40397,Enzyme linked immunosorbent assay for investigating the binding of protein-LG (SpLG) to immunoglobulins.,enzyme-linked-immunosorbent-assay-for-investigati-bjpmkmk6,40397.json
40399,Enzyme linked immunosorbent assay for investigating the binding of Protein-AG (SpAG) to immunoglobulins.,enzyme-linked-immunosorbent-assay-for-investigati-bjppkmmn,40399.json
40401,Enzyme linked immunosorbent assay for investigating the binding of chemically prepared protein-LAG (SpLAG) to immunoglobulins.,enzyme-linked-immunosorbent-assay-for-investigati-bjprkmm6,40401.json
40402,Enzyme linked immunosorbent assay for investigating the binding of chemically prepared protein-LAG-anti-IgY (SpLAG-anti-IgY) to avian and mammalian immunoglobulins.,enzyme-linked-immunosorbent-assay-for-investigati-bjpskmne,40402.json
40408,Quick&#39;n&#39;Dirty electrocompetent E. coli cells,quick-39-n-39-dirty-electrocompetent-e-coli-cells-bjpykmpw,40408.json
40411,Target Guide Sequence Cloning Protocol Version 2,target-guide-sequence-cloning-protocol-version-2-bjp3kmqn,40411.json
40420,Competitive enzyme-linked immunosorbent assay for investigating SpL binding to mammalian and avian immunoglobulins,competitive-enzyme-linked-immunosorbent-assay-for-bjqckmsw,40420.json
40423,Quick-n-Dirty electrocompetent E. coli cells,quick-n-dirty-electrocompetent-e-coli-cells-bjqfkmtn,40423.json
40437,Universal sandwich ELISA for investigating the binding of avian immunoglobulins  to Streptococcal protein-G (SpG) using anti-IgY-peroxidase conjugate.,universal-sandwich-elisa-for-investigating-the-bin-bjqvkmw6,40437.json
40439,Universal sandwich ELISA for investigating the binding of avian immunoglobulins  to Staphylococcal protein-A (SpA) using anti-IgY-peroxidase conjugate.,universal-sandwich-elisa-for-investigating-the-bi-bjqxkmxn,40439.json
40440,Universal sandwich ELISA for investigating the binding of Protein L to avian immunoglobulins  using anti-IgY-peroxidase as conjugate.,universal-sandwich-elisa-for-investigating-the-bi-bjqykmxw,40440.json
40442,Universal sandwich ELISA for investigating the binding of Protein-LA (SpLA) to avian immunoglobulins  using a peroxidase-labeled -anti-IgY conjugate.,universal-sandwich-elisa-for-investigating-the-bi-bjq2kmye,40442.json
40444,Sandwich ELISA for investigating the binding of Protein-LG (SpLG) to avian immunoglobulins  using  anti-IgY-peroxidase as conjugate.,sandwich-elisa-for-investigating-the-binding-of-pr-bjq4kmyw,40444.json
40445,Universal Sandwich ELISA for investigating the binding of Protein-LAG (SpLAG) to avian immunoglobulins  using  anti-IgY-peroxidase as conjugate.,universal-sandwich-elisa-for-investigating-the-bin-bjq5kmy6,40445.json
40487,Universal sandwich ELISA for investigating the binding of avian and mammalian immunoglobulins  to Streptococcal protein-G (SpG) using a peroxidase-labeled Protein LAG conjugate (SpLAG-HRP).,universal-sandwich-elisa-for-investigating-the-bin-bjsfknbn,40487.json
40524,Indirect Enzyme Linked Immunosorbent Assay (ELISA) for Detection of Anti-HIV Antibodies in Human Serum,indirect-enzyme-linked-immunosorbent-assay-elisa-f-bjtkknkw,40524.json
40527,Immunoblot analysis for immunodetection of HIV proteins.,immunoblot-analysis-for-immunodetection-of-hiv-pro-bjtpknmn,40527.json
40552,SMRT-OTS,smrt-ots-bjugkntw,40552.json
40595,Chicken immunization with Keyhole limpet hemocynin (KLH)-gp120 fragment (254-274) conjugate raises anti-KLH antibodies in egg yolks.,chicken-immunization-with-keyhole-limpet-hemocynin-bjvtkn6n,40595.json
40651,HTAPP_Depletion of CD45+ cells from single-cell suspension for single-cell RNA-seq,htapp-depletion-of-cd45-cells-from-single-cell-sus-bjxjkpkn,40651.json
40697,Processing of human surgical samples for single-cell sequencing,processing-of-human-surgical-samples-for-single-ce-bjyzkpx6,40697.json
40881,Counting particles and EVs on Astrios EQ with spike in reference beads,counting-particles-and-evs-on-astrios-eq-with-spik-bj6rkrd6,40881.json
40883,Astrios EQ instrument setup and sample acquisition,astrios-eq-instrument-setup-and-sample-acquisition-bj6tkren,40883.json
40884,Antigen-specific staining of EV markers with fluorochrome-conjugated antibodies,antigen-specific-staining-of-ev-markers-with-fluor-bj6ukrew,40884.json
40886,Bulk EV staining with CFSE protein binding dye,bulk-ev-staining-with-cfse-protein-binding-dye-bj6wkrfe,40886.json
40887,Detection and Sorting of Extracellular Vesicles and Viruses using nanoFACS,detection-and-sorting-of-extracellular-vesicles-an-bj6xkrfn,40887.json
40892,Isolation of Stromal Vascular Fraction (SVF) from mouse brown adipose tissue (BAT) for single cell RNA-seq,isolation-of-stromal-vascular-fraction-svf-from-mo-bj64krgw,40892.json
40964,Western Blot Detection using Licor NIR Fluorescence - CHEM 584,western-blot-detection-using-licor-nir-fluorescenc-bj9ckr2w,40964.json
40996,Nuclei Isolation for Single-Nuclei RNA sequencing,nuclei-isolation-for-single-nuclei-rna-sequencing-bkacksaw,40996.json
41295,Mmolecular COVID-19 Extraction-Free Direct-One-Step Fast Cycling Protocol,mmolecular-covid-19-extraction-free-direct-one-ste-bkjpkumn,41295.json
4136,Megabase DNA Extraction from Animal Blood,megabase-dna-extraction-from-animal-blood-gagbsbw,4136.json
41385,Protocol 1: Making Agar Plates,protocol-1-making-agar-plates-bknhkvb6,41385.json
41555,"ELISA for quantification of Vascular endothelial growth factor A (VEGFA)  in cell culture supernatant, human serum or plasma",elisa-for-quantification-of-vascular-endothelial-bkttkwnn,41555.json
41573,OnsiteGene 1 Protocol Nasal Direct,onsitegene-1-protocol-nasal-direct-bkudkws6,41573.json
41576,OnsiteGene 3 Protocol Nasal Extract,onsitegene-3-protocol-nasal-extract-bkugkwtw,41576.json
41769,FLASH amp,flash-amp-bk2hkyb6,41769.json
41833,XPRIZE SHINE - In-tube Fluorescent SARS-CoV-2 NP Test,xprize-shine-in-tube-fluorescent-sars-cov-2-np-tes-bk4hkyt6,41833.json
41873,Fluorescent-Reporter Based Assay,fluorescent-reporter-based-assay-bk5rky56,41873.json
41881,CRISPR-Enhance Lateral Flow Assay,crispr-enhance-lateral-flow-assay-bk5zky76,41881.json
42087,Protocols for CRISPR,protocols-for-crispr-bmcfk2tn,42087.json
42122,Isolation of bacteria associated with mucus on shark skin,isolation-of-bacteria-associated-with-mucus-on-sha-bmdik24e,42122.json
42158,Influenza A Virus-Infected Lung Epithelial Cell Co-Culture with Human Peripheral Blood Mononuclear Cells,influenza-a-virus-infected-lung-epithelial-cell-co-bmenk3de,42158.json
42160,MAIT Cell Expansion in Donor Mice,mait-cell-expansion-in-donor-mice-bmeqk3dw,42160.json
42166,In silico and RT-qPCR analysis of the 8q22.2 region in muscle invasive bladder cancer,in-silico-and-rt-qpcr-analysis-of-the-8q22-2-regio-bmewk3fe,42166.json
42212,Quantification of the molar concentration of the  NGS libraries by qPCR,quantification-of-the-molar-concentration-of-the-n-bmgck3sw,42212.json
42231,MAIT Cell Adoptive Transfer,mait-cell-adoptive-transfer-bmgxk3xn,42231.json
42232,Influenza A Virus Infection,influenza-a-virus-infection-bmgyk3xw,42232.json
42233,Lung Homogenization,lung-homogenization-bmgzk3x6,42233.json
42234,MAIT Cell Intracellular Cytokine Staining,mait-cell-intracellular-cytokine-staining-bmg2k3ye,42234.json
42235,Viral Plaque Assay,viral-plaque-assay-bmg3k3yn,42235.json
42236,Study of MAIT Cell Activation in Viral Infections In Vivo,study-of-mait-cell-activation-in-viral-infections-bmg4k3yw,42236.json
42242,Whole genome sequencing of respiratory syncytial (RSV) virus from clinical samples with low viral load,whole-genome-sequencing-of-respiratory-syncytial-r-bmhak32e,42242.json
42388,CRISPRon-GFP (based on pX459 plasmid) cloning of guides,crispron-gfp-based-on-px459-plasmid-cloning-of-gui-bmmuk46w,42388.json
42488,BSCI:414--Lab 4 Plate Setup for COVID RT-qPCR,bsci-414-lab-4-plate-setup-for-covid-rt-qpcr-bmqyk5xw,42488.json
42922,Western Blot,western-blot-bm6ik9ce,42922.json
42980,BSCI:414 Lab 6 and Lab 7--Analyze RT-qPCR Results from COVID-19 Test,bsci-414-lab-6-and-lab-7-analyze-rt-qpcr-results-f-bm8ck9sw,42980.json
43012,PBMC Thawing Protocol,pbmc-thawing-protocol-bm9ck92w,43012.json
43137,Protocol 1: Making Agar Plates,protocol-1-making-agar-plates-bnc9maz6,43137.json
43138,Protocol 2: CRISPR Transformation,protocol-2-crispr-transformation-bndama2e,43138.json
43274,FCMPASS - Acquisition and gating of light scatter reference materials,fcmpass-acquisition-and-gating-of-light-scatter-re-bnhimb4e,43274.json
43309,FCMPASS - Cataloguing fluorescence reference materials,fcmpass-cataloguing-fluorescence-reference-materia-bnimmcc6,43309.json
43337,Scalable high-molecular weight DNA extraction for long-read sequencing,scalable-high-molecular-weight-dna-extraction-for-bnjhmcj6,43337.json
43458,Illumina TruSeq Library quantification with qPCR probe method,illumina-truseq-library-quantification-with-qpcr-p-bnpamdie,43458.json
43539,"Tetraspanin (CD9, CD63, CD81) Western Blot for Extracellular Vesicles",tetraspanin-cd9-cd63-cd81-western-blot-for-extrace-bnrtmd6n,43539.json
43547,Isolation of Extracellular Vesicles from Cell Culture Media by Differential Ultracentrifugation,isolation-of-extracellular-vesicles-from-cell-cult-bnr3md8n,43547.json
43590,Cell Culture and UV Cross-Linking,cell-culture-and-uv-cross-linking-bntemeje,43590.json
43690,Analysis of Primary Cilia in Rodent Brain By Immunofluorescence Microscopy,analysis-of-primary-cilia-in-rodent-brain-by-immun-bnwimfce,43690.json
43740,IPMC SARS-CoV-2 One-Step qPCR Protocol on BIOMARK,ipmc-sars-cov-2-one-step-qpcr-protocol-on-biomark-bnx4mfqw,43740.json
43820,Single-step generation of genetic reporter lines using CRISPR/Cas9 and transient antibiotic selection,single-step-generation-of-genetic-reporter-lines-u-bn2kmgcw,43820.json
43833,TaqMan qPCR assay for detecting Batrachochytrium dendrobatidis (Bd),taqman-qpcr-assay-for-detecting-batrachochytrium-d-bn2zmgf6,43833.json
44316,Western Blotting and RNA Isolation from Membrane,western-blotting-and-rna-isolation-from-membrane-bph4mj8w,44316.json
44321,"qPCR Quantify cDNA, PCR, and Reaction Cleanup",qpcr-quantify-cdna-pcr-and-reaction-cleanup-bph9mj96,44321.json
44360,OnsiteGene 2 Protocol Saliva Direct,onsitegene-2-protocol-saliva-direct-bpjgmkjw,44360.json
44409,Adrenal Chromaffin Cell Cultures,adrenal-chromaffin-cell-cultures-bpkzmkx6,44409.json
44436,Protocol 2: CRISPR Transformation,protocol-2-crispr-transformation-bpmumk6w,44436.json
44462,Designing gRNA using CRISPRdirect,designing-grna-using-crisprdirect-bpnnmmde,44462.json
44521,Generation of Combinatorial CRISPR Libraries,generation-of-combinatorial-crispr-libraries-bpqhmmt6,44521.json
44545,Purification of Cyclic GMP-AMP from Viruses and Measurement of Its Activity in Cell Culture,purification-of-cyclic-gmp-amp-from-viruses-and-me-bpq9mmz6,44545.json
44563,Large Volume Immunostaining for Cleared Samples,large-volume-immunostaining-for-cleared-samples-bprtmm6n,44563.json
44584,Drug Sensitivity Assays of Human Cancer Organoid Cultures,drug-sensitivity-assays-of-human-cancer-organoid-c-bpsgmnbw,44584.json
44602,Quantitative real-time PCR for the four Lactobacillus species,quantitative-real-time-pcr-for-the-four-lactobacil-bps2mnge,44602.json
44702,Cell DIVE™ Platform | Antibody Staining & Imaging,cell-dive-platform-antibody-staining-amp-imaging-bpv6mn9e,44702.json
44734,Analyzing SARS-CoV-2 Spike Protein Expression in E. coli,analyzing-sars-cov-2-spike-protein-expression-in-e-bpw6mphe,44734.json
44747,PBMC- 01a - Isolation of Human PBMC from Buffy Coat,pbmc-01a-isolation-of-human-pbmc-from-buffy-coat-bpxjmpkn,44747.json
44749,PBMC- 01b Isolation of human PBMC from Whole Blood,pbmc-01b-isolation-of-human-pbmc-from-whole-blood-bpxmmpk6,44749.json
44756,PBMC- 03 - TEFF+TREG Isolation from PBMC with “Miltenyi CD4+CD25+ Regulatory T cell Isolation Kit”,pbmc-03-teff-treg-isolation-from-pbmc-with-milteny-bpxumpnw,44756.json
44760,PMN- 01b - Isolation of Human PMN from Whole Blood,pmn-01b-isolation-of-human-pmn-from-whole-blood-bpxymppw,44760.json
44798,Quantification of 16S rRNA Gene Copies Using ddPCR (EvaGreen-based assay: 338F-805R),quantification-of-16s-rrna-gene-copies-using-ddpcr-bpy6mpze,44798.json
4480,Genomic DNA extraction from sea cucumber body-wall tissue,genomic-dna-extraction-from-sea-cucumber-body-wall-gk8buzw,4480.json
44922,qPercerus,qpercerus-bp42mqye,44922.json
44946,Nano-OTS,nano-ots-bp5smq6e,44946.json
45159,Measuring the Action of Oligonucleotide Therapeutics in the Lung at the Cell Type-Specific Level by Tissue Disruption and Cell Sorting (TDCS),measuring-the-action-of-oligonucleotide-therapeuti-bqcfmstn,45159.json
45161,3.1 Preparation of Monocellular Lung Suspension from a Mouse Lung Lobe,3-1-preparation-of-monocellular-lung-suspension-fr-bqchmst6,45161.json
45162,3.2 Isolation of Specific Cell Types from Digested Lung Tissue,3-2-isolation-of-specific-cell-types-from-digested-bqcimsue,45162.json
45277,BSCI:414--Lab 13 Western Blot of Spike and Spike(RBD),bsci-414-lab-13-western-blot-of-spike-and-spike-rb-bqf5mtq6,45277.json
45312,Induced Neurons for the Study of Neurodegenerative and Neurodevelopmental Disorders,induced-neurons-for-the-study-of-neurodegenerative-bqg8mtzw,45312.json
45315,3.1 Human iPSC Culture,3-1-human-ipsc-culture-bqhbmt2n,45315.json
45316,3.2 Nucleofection of iPSCs,3-2-nucleofection-of-ipscs-bqhcmt2w,45316.json
45317,3.3 Lentivirus Production and Transduction,3-3-lentivirus-production-and-transduction-bqhdmt26,45317.json
45318,3.4 Genome Editing with CRISPR/Cas9,3-4-genome-editing-with-crispr-cas9-bqhemt3e,45318.json
45320,3.5 Doxycycline-Induced Differentiation,3-5-doxycycline-induced-differentiation-bqhgmt3w,45320.json
45321,3.6 Coculturing with Astrocytes,3-6-coculturing-with-astrocytes-bqhhmt36,45321.json
45370,Immunofluorescent methods for antibody test in mouse colon,immunofluorescent-methods-for-antibody-test-in-mou-bqi2muge,45370.json
45485,"Leaf Protein Extraction for Immunoblot (Soybean, Cowpea, Tobacco)",leaf-protein-extraction-for-immunoblot-soybean-cow-bqnmmvc6,45485.json
45487,Transfection with PEI,transfection-with-pei-bqnpmvdn,45487.json
45555,2. Gel run and transfer -Tricine,2-gel-run-and-transfer-tricine-bqqtmvwn,45555.json
45667,Protein Extraction and western blotting,protein-extraction-and-western-blotting-bqubmwsn,45667.json
45720,PCR-RFLP protocols for genotyping VEGF-A rs28357093,pcr-rflp-protocols-for-genotyping-vegf-a-rs2835709-bqvymw7w,45720.json
45743,Direct-lysis Saliva SARS-CoV-2 Detection,direct-lysis-saliva-sars-cov-2-detection-bqwpmxdn,45743.json
45752,qPCR: Bacterial SSU rRNA 338F-516P-805R,qpcr-bacterial-ssu-rrna-338f-516p-805r-bqwymxfw,45752.json
45757,Stanford and Purigen Biosystems Microfluidics Team protocol XPRIZE,stanford-and-purigen-biosystems-microfluidics-team-bqw5mxg6,45757.json
45765,Isolation and Culture of Individual Myofibers and Their Adjacent Muscle Stem Cells from Aged and Adult Skeletal Muscle,isolation-and-culture-of-individual-myofibers-and-bqxdmxi6,45765.json
45767,Generating Mutant Renal Cell Lines Using CRISPR Technologies,generating-mutant-renal-cell-lines-using-crispr-te-bqxfmxjn,45767.json
45822,Quantification of plant hormones by standard addition method,quantification-of-plant-hormones-by-standard-addit-bqy6mxze,45822.json
45837,Rapid Quantitative Evaluation of CRISPR Genome Editing by TIDE and TIDER,rapid-quantitative-evaluation-of-crispr-genome-edi-bqzmmx46,45837.json
45841,Stanford and Purigen Biosystems Microfluidics Team protocol XPRIZE updated,stanford-and-purigen-biosystems-microfluidics-team-bqzrmx56,45841.json
45879,Detection of marbled crayfish Procambarus fallax,detection-of-marbled-crayfish-procambarus-fallax-bq2xmyfn,45879.json
45908,qPCR assay for detecting round goby invasive fish species Neogobius melanostomus,qpcr-assay-for-detecting-round-goby-invasive-fish-bq3umynw,45908.json
